15683_12_1558061219151202908,0,206,195,0,30,0,20,0,0,0,90865152
15683_12_1558061219273135962,0,204,196,0,29,0,18,0,0,0,112592208
15683_12_1558061219474955256,0,210,193,0,32,0,24,0,0,0,81655853
15683_12_1558061219598743550,0,211,195,0,35,0,25,0,0,0,140546443
15683_12_1558061219778265948,0,205,203,0,37,0,19,0,0,0,159859422
15683_12_1558061219976819572,0,214,192,0,35,0,28,0,0,0,93519483
15683_12_1558061220103257374,0,201,209,0,39,0,15,0,0,0,146798389
15683_12_1558061220282025747,0,215,186,0,30,0,28,0,0,0,60150301
15683_12_1558061220389667564,0,214,191,0,34,0,28,0,0,0,82070282
15683_12_1558061220551796431,0,210,197,0,36,0,24,0,0,0,132443858
15683_12_1558061220757438587,0,207,193,0,29,0,21,0,0,0,81848287
15683_12_1558061220905071988,0,206,220,0,55,0,20,0,0,0,111712417
15683_12_1558061221064635466,0,214,223,0,66,1,25,0,0,0,132807222
15683_12_1558061221248019961,0,204,213,0,46,0,17,0,0,0,112460864
15683_12_1558061221454789260,0,214,220,0,63,0,24,0,0,0,163603233
15683_12_1558061221667891732,0,208,197,0,34,0,21,0,0,0,53471420
15683_12_1558061221805804076,0,210,230,0,69,0,23,0,0,0,135089934
15683_12_1558061221995997626,0,204,218,0,51,0,18,0,0,0,228529067
15683_12_1558061222299522588,0,205,203,0,37,0,16,0,0,0,129174972
15683_12_1558061222482087345,0,212,194,0,35,0,26,0,0,0,64510783
15683_12_1558061222635915237,0,198,207,0,34,0,12,0,0,0,110459203
15683_12_1558061222796288597,0,210,209,0,48,0,24,0,0,0,159271167
15683_12_1558061222992097810,0,211,218,0,58,0,24,0,0,0,74730984
15683_12_1558061223117841641,0,211,198,0,38,0,25,0,0,0,55012323
15683_12_1558061223241159793,0,208,194,0,31,0,22,0,0,0,109719042
15683_12_1558061223453866451,0,209,201,0,39,0,22,0,0,0,114179257
15683_12_1558061223568069322,0,209,215,0,53,0,22,0,0,0,208966947
15683_12_1558061223835656166,0,207,199,0,35,0,21,0,0,0,108484795
15683_12_1558061224043891263,0,213,190,0,32,0,25,0,0,0,98834341
15683_12_1558061224167839824,0,207,210,0,46,0,21,0,0,0,129740106
15683_12_1558061224420076394,0,201,208,0,38,0,14,0,0,0,125287054
15683_12_1558061224596342885,0,201,202,0,32,0,15,0,0,0,121399782
15683_12_1558061224717765674,0,203,199,0,31,0,17,0,0,0,164850100
15683_12_1558061224924543265,0,204,198,0,31,0,18,0,0,0,135070791
15683_12_1558061225059639650,0,191,211,0,31,0,5,0,0,0,151514733
15683_12_1558061225239975468,0,204,197,0,30,0,18,0,0,0,119311802
15683_12_1558061225415626219,0,206,194,0,29,0,20,0,0,0,87928797
15683_12_1558061225571226728,0,205,198,0,32,0,19,0,0,0,85460407
15683_12_1558061225701767610,0,199,206,0,34,0,13,0,0,0,206029786
15683_12_1558061225946206247,0,197,209,0,35,0,11,0,0,0,158382281
15683_12_1558061226192606608,0,211,191,0,31,0,25,0,0,0,96819054
15683_12_1558061226352079502,0,201,200,0,30,0,15,0,0,0,112565515
15683_12_1558061226499984179,0,203,202,0,34,0,17,0,0,0,107272819
15683_12_1558061226651693907,0,206,198,0,33,0,19,0,0,0,161492305
15683_12_1558061226872312160,0,207,199,0,35,0,20,0,0,0,107306042
15683_12_1558061227068324805,0,207,232,0,68,0,21,0,0,0,167340149
15683_12_1558061227235702510,0,211,197,0,37,0,25,0,0,0,156660868
15683_12_1558061227439235974,0,207,196,0,32,0,21,0,0,0,113189434
15683_12_1558061227615757107,0,204,197,0,30,0,18,0,0,0,101476508
15683_12_1558061227756473972,0,206,210,0,45,0,18,0,0,0,183139742
15683_12_1558061227983911059,0,208,194,0,31,0,22,0,0,0,145941757
15683_12_1558061228179955089,0,198,205,0,32,0,12,0,0,0,122106188
15683_12_1558061228391398964,0,211,194,0,34,1,23,0,0,0,108960382
15683_12_1558061228540334640,0,206,199,0,34,0,20,0,0,0,115481269
15683_12_1558061228655838918,0,200,202,0,31,0,14,0,0,0,136635240
15683_12_1558061228792496982,0,202,201,0,32,0,16,0,0,0,116720623
15683_12_1558061228955915700,0,209,192,0,30,0,23,0,0,0,96864063
15683_12_1558061229095808816,0,209,192,0,30,0,23,0,0,0,90337946
15683_12_1558061229215540813,0,201,205,0,35,0,15,0,0,0,171524464
15683_12_1558061229475976407,0,211,195,0,35,0,25,0,0,0,151699875
15683_12_1558061229680427036,0,204,198,0,31,0,18,0,0,0,125612023
15683_12_1558061229841058956,0,211,197,0,37,0,24,0,0,0,106524249
15683_12_1558061229989546566,0,204,200,0,33,0,18,0,0,0,80721999
15683_12_1558061230116641171,0,209,194,0,32,0,23,0,0,0,91677367
15683_12_1558061230252007013,0,198,204,0,31,0,12,0,0,0,77617007
15683_12_1558061230388860073,0,207,225,0,61,0,21,0,0,0,213028795
15683_12_1558061230667744956,0,207,195,0,31,0,21,0,0,0,133225709
15683_12_1558061230854166170,0,204,198,0,31,0,18,0,0,0,157692436
15683_12_1558061231111829650,0,215,198,0,42,0,27,0,0,0,64205983
15683_12_1558061231232171120,0,203,204,0,36,0,17,0,0,0,120154708
15683_12_1558061231352367524,0,199,206,0,34,0,13,0,0,0,169323070
15683_12_1558061231521755660,0,206,206,0,41,0,19,0,0,0,153229417
15683_12_1558061231711680804,0,207,200,0,36,0,21,0,0,0,108231222
15683_12_1558061231868794224,0,212,193,0,34,0,26,0,0,0,99637122
15683_12_1558061232026070038,0,211,195,0,35,0,24,0,0,0,83503073
15683_12_1558061232150905441,0,207,201,0,37,0,21,0,0,0,135222183
15683_12_1558061232395615688,0,208,198,0,35,0,22,0,0,0,151976776
15683_12_1558061232606278481,0,214,191,0,34,0,28,0,0,0,97945242
15683_12_1558061232768849118,0,202,204,0,35,0,16,0,0,0,142878901
15683_12_1558061232952158334,0,209,231,0,69,0,23,0,0,0,211709495
15683_12_1558061233209226063,0,209,196,0,34,0,22,0,0,0,94619740
15683_12_1558061233303867638,0,206,208,0,43,0,20,0,0,0,151671134
15683_12_1558061233455561212,0,209,205,0,43,0,22,0,0,0,137301041
15683_12_1558061233592888850,0,203,201,0,33,0,17,0,0,0,171934279
15683_12_1558061233818550142,0,205,198,0,32,0,19,0,0,0,114410228
15683_12_1558061233979095709,0,204,199,0,32,0,18,0,0,0,110981848
15683_12_1558061234153156134,0,212,189,0,30,0,26,0,0,0,75459798
15683_12_1558061234263915822,0,201,209,0,39,0,15,0,0,0,133936324
15683_12_1558061234435347315,0,208,197,0,34,0,22,0,0,0,145134653
15683_12_1558061234580552249,0,203,202,0,34,0,16,0,0,0,155383555
15683_12_1558061234785133483,0,207,196,0,32,0,21,0,0,0,98591995
15683_12_1558061234883751881,0,206,195,0,30,0,20,0,0,0,126789663
15683_12_1558061235010576161,0,201,201,0,31,0,15,0,0,0,130307850
15683_12_1558061235140915602,0,210,227,0,66,0,24,0,0,0,210507048
15683_12_1558061235408016171,0,201,209,0,39,0,15,0,0,0,153065303
15683_12_1558061235626737058,0,207,196,0,32,0,21,0,0,0,124923532
15683_12_1558061235811085587,0,209,194,0,32,0,23,0,0,0,112784233
15683_12_1558061235967633723,0,211,192,0,32,0,25,0,0,0,93928432
15683_12_1558061236199762008,0,214,224,0,67,0,26,0,0,0,146243848
15683_12_1558061236346054350,0,206,197,0,32,0,20,0,0,0,179578274
15683_12_1558061236576082475,0,215,215,0,59,0,26,0,0,0,100303440
15683_12_1558061236715183008,0,205,207,0,41,0,19,0,0,0,102385721
15683_12_1558061236905979555,0,203,201,0,33,0,17,0,0,0,116140536
15683_12_1558061237061840725,0,199,208,0,36,0,12,0,0,0,124690161
15683_12_1558061237221460175,0,207,200,0,36,0,21,0,0,0,130300032
15683_12_1558061237447142222,0,208,200,0,37,0,21,0,0,0,97822200
15683_12_1558061237587039463,0,212,192,0,33,0,25,0,0,0,82175496
15683_12_1558061237725833177,0,209,214,0,52,0,23,0,0,0,152400938
15683_12_1558061237878259117,0,201,201,0,31,0,14,0,0,0,195169167
15683_12_1558061238173767279,0,205,203,0,37,0,19,0,0,0,127871088
15683_12_1558061238343953675,0,214,202,0,45,0,26,0,0,0,163014609
15683_12_1558061238506993864,0,204,202,0,35,0,17,0,0,0,116939587
15683_12_1558061238677937102,0,213,205,0,47,0,27,0,0,0,128048166
15683_12_1558061238851133542,0,206,203,0,38,0,20,0,0,0,181656878
15683_12_1558061239083435318,0,207,198,0,34,0,20,0,0,0,126458962
15683_12_1558061239256642564,0,197,207,0,33,0,11,0,0,0,148374803
15683_12_1558061239466946995,0,198,205,0,32,0,12,0,0,0,124996788
15683_12_1558061239624876760,0,213,192,0,34,0,27,0,0,0,109283046
15683_12_1558061239789672670,0,206,203,0,38,0,20,0,0,0,102365324
15683_12_1558061239892057728,0,199,202,0,30,0,13,0,0,0,123956660
15683_12_1558061240016039866,0,196,206,0,31,0,10,0,0,0,125507743
15683_12_1558061240203555086,0,202,203,0,34,0,16,0,0,0,128832660
15683_12_1558061240479945744,0,205,200,0,34,0,19,0,0,0,100931536
15683_12_1558061240642131500,0,207,198,0,34,0,21,0,0,0,115284531
15683_12_1558061240977622256,0,212,226,0,67,0,23,0,0,0,112984828
15683_12_1558061241140021713,0,197,204,0,30,0,11,0,0,0,169303646
15683_12_1558061241402660597,0,207,201,0,37,0,20,0,0,0,99742207
15683_12_1558061241545561104,0,206,195,0,30,0,20,0,0,0,103526095
15683_12_1558061241649118135,0,208,212,0,49,0,22,0,0,0,159572612
15683_12_1558061241908456108,0,199,202,0,30,0,13,0,0,0,176646581
15683_12_1558061242121655048,0,205,198,0,32,0,18,0,0,0,101547602
15683_12_1558061242223247940,0,200,224,0,53,0,14,0,0,0,359102103
15683_12_1558061242652297433,0,209,198,0,36,0,23,0,0,0,136183836
15683_12_1558061242874654362,0,210,216,0,55,0,23,0,0,0,204331791
15683_12_1558061243127715425,0,208,195,0,32,0,22,0,0,0,81358507
15683_12_1558061243209109672,0,209,214,0,52,1,22,0,0,0,165844104
15683_12_1558061243374977299,0,205,204,0,38,0,19,0,0,0,165656163
15683_12_1558061243633020345,0,211,195,0,35,0,25,0,0,0,113903385
15683_12_1558061243807973348,0,204,200,0,33,0,18,0,0,0,117705259
15683_12_1558061243963803198,0,214,193,0,36,0,28,0,0,0,132495658
15683_12_1558061244096348563,0,203,205,0,37,0,16,0,0,0,99389142
15683_12_1558061244195772346,0,199,206,0,34,0,13,0,0,0,142815402
15683_12_1558061244379849530,0,202,204,0,35,0,16,0,0,0,127908805
15683_12_1558061244553467192,0,206,197,0,32,0,20,0,0,0,78794879
15683_12_1558061244675391518,0,205,203,0,37,0,19,0,0,0,98359882
15683_12_1558061244773778488,0,206,196,0,31,0,20,0,0,0,110035021
15683_12_1558061244924398055,0,212,197,0,38,0,26,0,0,0,81970991
15683_12_1558061245052835699,0,204,201,0,34,0,17,0,0,0,106748393
15683_12_1558061245159604469,0,209,194,0,32,0,23,0,0,0,118611864
15683_12_1558061245353742769,0,212,189,0,30,0,26,0,0,0,62208030
15683_12_1558061245415971499,0,209,194,0,32,0,22,0,0,0,170655729
15683_12_1558061245666544557,0,213,216,0,58,0,27,0,0,0,109091203
15683_12_1558061245820648311,0,211,191,0,31,0,25,0,0,0,62673711
15683_12_1558061245931096119,0,204,201,0,34,0,18,0,0,0,84174089
15683_12_1558061246094821894,0,210,190,0,29,0,24,0,0,0,60654251
15683_12_1558061246188790729,0,207,212,0,48,0,20,0,0,0,76569368
15683_12_1558061246335859336,0,202,200,0,31,0,16,0,0,0,56134549
15683_12_1558061246450744243,0,211,197,0,37,0,25,0,0,0,91193649
15683_12_1558061246576033428,0,205,198,0,32,0,19,0,0,0,165959940
15683_12_1558061246827225001,0,204,196,0,29,0,18,0,0,0,93594931
15683_12_1558061246964670815,0,205,198,0,32,0,19,0,0,0,145976948
15683_12_1558061247140157250,0,208,200,0,37,0,22,0,0,0,161866875
15683_12_1558061247302048547,0,216,219,0,64,0,25,0,0,0,155021751
15683_12_1558061247511044753,0,202,199,0,30,0,16,0,0,0,149031541
15683_12_1558061247689131088,0,200,206,0,35,0,14,0,0,0,126210723
15683_12_1558061247815372740,0,204,204,0,37,0,18,0,0,0,142121482
15683_12_1558061247957523568,0,207,199,0,35,0,20,0,0,0,201124486
15683_12_1558061248158673781,0,205,204,0,38,0,19,0,0,0,102624956
15683_12_1558061248320360176,0,199,204,0,32,0,13,0,0,0,189598515
15683_12_1558061248548987358,0,203,199,0,31,0,17,0,0,0,86142196
15683_12_1558061248741067806,0,196,210,0,35,0,9,0,0,0,83033372
15683_12_1558061248887751116,0,215,188,0,32,0,29,0,0,0,105320264
15683_12_1558061248993090600,0,213,188,0,30,0,27,0,0,0,139047528
15683_12_1558061249721740609,0,216,565,0,412,41,306,0,0,0,21918743514
15683_12_1558061272168761579,0,210,221,0,60,2,23,0,0,0,259316030
15683_12_1558061272530687196,0,211,206,0,46,0,26,0,0,0,55843961
15683_12_1558061272617480217,0,212,206,0,47,0,25,0,0,0,40574842
15683_12_1558061272697453783,0,203,200,0,32,0,16,0,0,0,67424280
15683_12_1558061272803464976,0,212,189,0,30,0,26,0,0,0,55601914
15683_12_1558061272907825615,0,205,198,0,32,0,17,0,0,0,76645781
15683_12_1558061273015730938,0,215,219,0,63,0,26,0,0,0,170297036
15683_12_1558061273186057934,0,203,206,0,38,0,16,0,0,0,132757157
15683_12_1558061273380940815,0,214,212,0,55,0,28,0,0,0,71887607
15683_12_1558061273501387776,0,216,188,0,33,0,29,0,0,0,138507147
15683_12_1558061273694411270,0,200,203,0,32,0,14,0,0,0,120737450
15683_12_1558061273849785377,0,205,206,0,40,0,18,0,0,0,41360553
15683_12_1558061273891168827,0,204,200,0,33,0,18,0,0,0,241230868
15683_12_1558061274279537623,0,204,203,0,36,0,18,0,0,0,92071738
15683_12_1558061274371632399,0,210,221,0,60,0,23,0,0,0,263742005
15683_12_1558061274688576742,0,206,211,0,46,0,20,0,0,0,183210470
15683_12_1558061274970366990,0,210,230,0,69,0,23,0,0,0,104606040
15683_12_1558061275075005977,0,202,219,0,50,0,15,0,0,0,177396118
15683_12_1558061275291842304,0,207,197,0,33,0,21,0,0,0,119942715
15683_12_1558061275497647927,0,206,203,0,38,0,20,0,0,0,127047630
15683_12_1558061275667884720,0,206,209,0,44,0,20,0,0,0,140850828
15683_12_1558061275840737363,0,206,196,0,31,0,20,0,0,0,156728326
15683_12_1558061276048389569,0,216,215,0,60,0,28,0,0,0,192814942
15683_12_1558061276330897927,0,208,199,0,36,0,22,0,0,0,63135830
15683_12_1558061276435886125,0,204,199,0,32,0,18,0,0,0,80540396
15683_12_1558061276566030976,0,207,233,0,69,0,20,0,0,0,114476274
15683_12_1558061276746468761,0,205,227,0,61,0,18,0,0,0,101421699
15683_12_1558061276890036025,0,203,208,0,40,0,16,0,0,0,131705045
15683_12_1558061277067395449,0,210,193,0,32,0,24,0,0,0,176233806
15683_12_1558061277288207552,0,201,202,0,32,0,15,0,0,0,212473875
15683_12_1558061277579904633,0,201,202,0,32,0,15,0,0,0,90392782
15683_12_1558061277722715332,0,202,203,0,34,0,15,0,0,0,72849908
15683_12_1558061277843386353,0,205,200,0,34,0,19,0,0,0,126171657
15683_12_1558061278020969300,0,200,202,0,31,0,14,0,0,0,118712493
15683_12_1558061278177207594,0,212,196,0,37,0,26,0,0,0,107674822
15683_12_1558061278321036381,0,197,209,0,35,0,11,0,0,0,117974791
15683_12_1558061278496130493,0,205,201,0,35,0,19,0,0,0,146448222
15683_12_1558061278750621611,0,208,196,0,33,0,22,0,0,0,66619848
15683_12_1558061278867577132,0,210,192,0,31,0,24,0,0,0,76325039
15683_12_1558061278943929225,0,202,202,0,33,0,16,0,0,0,188716223
15683_12_1558061279132671616,0,208,220,0,57,0,20,0,0,0,192790127
15683_12_1558061279374884074,0,208,224,0,61,0,20,0,0,0,119891419
15683_12_1558061279494798195,0,211,236,0,76,0,23,0,0,0,235305161
15683_12_1558061279730128007,0,215,194,0,38,0,28,0,0,0,129564441
15683_12_1558061279928522708,0,205,198,0,32,0,19,0,0,0,119748972
15683_12_1558061280103955063,0,206,198,0,33,0,20,0,0,0,107557980
15683_12_1558061280211780367,0,205,200,0,34,0,19,0,0,0,87873759
15683_12_1558061280376087989,0,214,217,0,60,0,28,0,0,0,104045648
15683_12_1558061280539777692,0,206,202,0,37,0,19,0,0,0,150471288
15683_12_1558061280727934455,0,202,201,0,32,0,15,0,0,0,138931242
15683_12_1558061280907989555,0,214,230,0,73,0,26,0,0,0,137409914
15683_12_1558061281096041557,0,212,234,0,75,0,25,0,0,0,167141676
15683_12_1558061281292196466,0,206,199,0,34,0,20,0,0,0,121604013
15683_12_1558061281413883021,0,198,207,0,34,1,11,0,0,0,129783236
15683_12_1558061281631252500,0,213,195,0,37,0,26,0,0,0,88022532
15683_12_1558061281819799725,0,204,198,0,31,0,18,0,0,0,115373667
15683_12_1558061281972978271,0,205,197,0,31,0,19,0,0,0,62904217
15683_12_1558061282035911718,0,198,205,0,32,0,12,0,0,0,150514489
15683_12_1558061282250483908,0,206,194,0,29,0,20,0,0,0,73935871
15683_12_1558061282369546624,0,205,244,0,78,0,19,0,0,0,148800973
15683_12_1558061282651295934,0,202,223,0,54,0,15,0,0,0,133731207
15683_12_1558061282839792682,0,211,221,0,61,0,24,0,0,0,94554586
15683_12_1558061282982102708,0,202,207,0,38,0,16,0,0,0,132150338
15683_12_1558061283156018467,0,204,200,0,33,0,18,0,0,0,94048117
15683_12_1558061283301889946,0,196,207,0,32,0,10,0,0,0,189996200
15683_12_1558061283512844473,0,206,227,0,62,0,20,0,0,0,201013225
15683_12_1558061283741918426,0,212,213,0,54,0,26,0,0,0,197189536
15683_12_1558061283939131653,0,208,197,0,34,0,22,0,0,0,131958536
15683_12_1558061284106861390,0,213,226,0,68,0,27,0,0,0,187540348
15683_12_1558061284337764183,0,207,200,0,36,0,21,0,0,0,216596030
15683_12_1558061284607388390,0,203,201,0,33,0,17,0,0,0,83303602
15683_12_1558061284759412496,0,212,189,0,30,0,26,0,0,0,60800957
15683_12_1558061284845347309,0,203,197,0,29,0,17,0,0,0,143340413
15683_12_1558061285012454578,0,202,201,0,32,0,16,0,0,0,94473478
15683_12_1558061285161332946,0,212,200,0,41,0,24,0,0,0,52279320
15683_12_1558061285242223585,0,205,199,0,33,0,19,0,0,0,71106389
15683_12_1558061285349689225,0,203,198,0,30,0,17,0,0,0,143011865
15683_12_1558061285580274371,0,198,205,0,32,0,12,0,0,0,65823639
15683_12_1558061285712802313,0,202,216,0,47,0,16,0,0,0,93722545
15683_12_1558061285845155260,0,214,196,0,39,0,25,0,0,0,44236248
15683_12_1558061285938532812,0,209,241,0,79,0,23,0,0,0,140685656
15683_12_1558061286175945488,0,203,202,0,34,0,17,0,0,0,101439994
15683_12_1558061286277416841,0,206,205,0,40,0,18,0,0,0,144739080
15683_12_1558061286489352134,0,209,220,0,58,0,23,0,0,0,129924328
15683_12_1558061286653805562,0,214,222,0,65,0,27,0,0,0,496143904
15683_12_1558061287150027318,0,203,203,0,35,0,17,0,0,0,223022817
15683_12_1558061287406951808,0,212,222,0,63,0,22,0,0,0,173153886
15683_12_1558061287620870218,0,212,216,0,57,0,24,0,0,0,94549904
15683_12_1558061287788899547,0,214,192,0,35,0,28,0,0,0,46745951
15683_12_1558061287835677097,0,208,197,0,34,1,21,0,0,0,94747216
15683_12_1558061287967625104,0,202,201,0,32,0,16,0,0,0,130005915
15683_12_1558061288175068560,0,213,193,0,35,0,27,0,0,0,88485708
15683_12_1558061288333829267,0,205,198,0,32,0,19,0,0,0,118513372
15683_12_1558061288499940061,0,201,203,0,33,0,15,0,0,0,139327632
15683_12_1558061288674219750,0,205,196,0,30,0,18,0,0,0,86666714
15683_12_1558061288811946425,0,214,188,0,31,0,27,0,0,0,69388343
15683_12_1558061288881357688,0,203,206,0,38,0,15,0,0,0,99733787
15683_12_1558061289018191207,0,225,243,0,77,0,24,0,0,0,117607328
15683_12_1558061289177135749,0,203,199,0,31,0,17,0,0,0,147792948
15683_12_1558061289371672131,0,206,197,0,32,0,20,0,0,0,105418444
15683_12_1558061289535730507,0,199,206,0,34,0,13,0,0,0,116573166
15683_12_1558061289703625030,0,209,193,0,31,0,23,0,0,0,88923538
15683_12_1558061289836292973,0,211,221,0,61,0,25,0,0,0,250225466
15683_12_1558061290138536486,0,203,202,0,34,0,17,0,0,0,153957279
15683_12_1558061290377008662,0,214,188,0,31,0,27,0,0,0,80068089
15683_12_1558061290502846940,0,209,214,0,52,0,22,0,0,0,86001848
15683_12_1558061290636143631,0,214,224,0,67,0,26,0,0,0,70966576
15683_12_1558061290750816833,0,204,198,0,31,0,18,0,0,0,102073232
15683_12_1558061290900053991,0,205,220,0,54,0,19,0,0,0,142049572
15683_12_1558061291091107829,0,214,229,0,72,0,24,0,0,0,150270897
15683_12_1558061291241401383,0,199,211,0,39,0,12,0,0,0,110254193
15683_12_1558061291351678106,0,206,199,0,34,0,20,0,0,0,75729267
15683_12_1558061291497930913,0,212,193,0,34,0,25,0,0,0,50578997
15683_12_1558061291581417035,0,211,238,0,78,0,25,0,0,0,141815188
15683_12_1558061291763209388,0,209,194,0,32,0,23,0,0,0,131337237
15683_12_1558061291894571865,0,197,216,0,42,0,11,0,0,0,128714858
15683_12_1558061292060215252,0,212,192,0,33,0,26,0,0,0,54815602
15683_12_1558061292152199596,0,214,193,0,36,0,27,0,0,0,38140224
15683_12_1558061292275039787,0,211,194,0,34,0,25,0,0,0,66060257
15683_12_1558061292341132847,0,213,215,0,57,0,27,0,0,0,155686014
15683_12_1558061292530004246,0,207,196,0,32,0,21,0,0,0,83916754
15683_12_1558061292613954895,0,206,201,0,36,0,17,0,0,0,101977872
15683_12_1558061292715952612,0,202,205,0,36,0,16,0,0,0,76742963
15683_12_1558061292792716116,0,203,199,0,31,0,17,0,0,0,74978373
15683_12_1558061292867727433,0,212,193,0,34,0,23,0,0,0,55501673
15683_12_1558061292978838771,0,199,202,0,30,0,13,0,0,0,87679956
15683_12_1558061293096817065,0,210,191,0,30,0,22,0,0,0,54353930
15683_12_1558061293173651523,0,206,203,0,38,0,19,0,0,0,89986264
15683_12_1558061293298135250,0,211,192,0,32,0,25,0,0,0,100015163
15683_12_1558061293398175603,0,209,193,0,31,0,23,0,0,0,151989176
15683_12_1558061293597763967,0,204,200,0,33,0,18,0,0,0,135589728
15683_12_1558061293819898521,0,213,187,0,29,0,27,0,0,0,55691056
15683_12_1558061294047779055,0,215,191,0,35,1,27,0,0,0,42854898
15683_12_1558061294132037809,0,212,221,0,62,0,26,0,0,0,115746232
15683_12_1558061294274314677,0,202,202,0,33,0,16,0,0,0,97849157
15683_12_1558061294398206340,0,201,206,0,36,0,15,0,0,0,129311825
15683_12_1558061294560366867,0,210,190,0,29,0,24,0,0,0,105994561
15683_12_1558061294811906328,0,206,198,0,33,0,19,0,0,0,113624539
15683_12_1558061294962712504,0,201,201,0,31,0,15,0,0,0,146312333
15683_12_1558061295109095842,0,200,203,0,32,0,14,0,0,0,134717966
15683_12_1558061295243836408,0,193,210,0,32,0,7,0,0,0,93479368
15683_12_1558061295422031161,0,206,197,0,32,0,20,0,0,0,116477427
15683_12_1558061295587457640,0,215,193,0,37,1,27,0,0,0,94536240
15683_12_1558061295734309369,0,201,200,0,30,0,15,0,0,0,153920537
15683_12_1558061295947318318,0,211,204,0,44,0,23,0,0,0,171253758
